 0.000000E+00   1     0.387098 0.205640   7.00  48.32  29.14 143.52
 0.000000E+00   2     0.723329 0.006759   3.39  76.66  54.53  24.82
 0.000000E+00   3     0.999988 0.016717   0.00   0.00 103.03 257.61
 0.000000E+00   4     1.523674 0.093437   1.85  49.54 286.56 226.11
 0.000000E+00   5     5.202040 0.048933   1.30 100.51 274.18 223.70
 0.000000E+00   6     9.551249 0.054508   2.49 113.63 340.06  38.63
 0.000000E+00   7    19.176263 0.048094   0.77  73.96  98.52 169.39
 0.000000E+00   8    30.098703 0.006894   1.77 131.78 264.31 283.25
-1.000000E+03   1     0.387097 0.205429   7.06  49.57  26.42 138.63
-1.000000E+03   2     0.723335 0.007267   3.40  79.43  52.01 206.58
-1.000000E+03   3     1.000004 0.017069   0.13 357.27 102.48 267.14
-1.000000E+03   4     1.523746 0.092657   1.93  52.43 279.16 347.54
-1.000000E+03   5     5.203610 0.046375   1.32  98.75 274.04 116.76
-1.000000E+03   6     9.580925 0.059904   2.46 116.26 333.95  60.32
-1.000000E+03   7    19.169627 0.046414   0.79  73.15  96.09 208.70
-1.000000E+03   8    29.941198 0.010153   1.77 131.84 299.37 223.17
-2.000000E+03   1     0.387098 0.205210   7.12  50.80  23.72 133.74
-2.000000E+03   2     0.723332 0.007772   3.39  82.16  48.67  29.18
-2.000000E+03   3     1.000006 0.017474   0.26 359.71  96.94 276.50
-2.000000E+03   4     1.523612 0.091629   2.00  55.21 271.91 108.96
-2.000000E+03   5     5.202875 0.045645   1.35  97.29 272.87  10.38
-2.000000E+03   6     9.521792 0.060943   2.42 118.80 322.11  88.34
-2.000000E+03   7    19.278474 0.042839   0.81  72.65  95.28 246.16
-2.000000E+03   8    30.037662 0.010514   1.76 131.94 274.34 222.81
-3.000000E+03   1     0.387098 0.205015   7.18  52.01  21.03 128.86
-3.000000E+03   2     0.723327 0.008308   3.39  84.88  45.62 211.53
-3.000000E+03   3     1.000001 0.017858   0.40   2.12  91.38 285.90
-3.000000E+03   4     1.523584 0.090685   2.07  57.87 264.80 230.33
-3.000000E+03   5     5.202119 0.043937   1.39  96.05 273.74 261.67
-3.000000E+03   6     9.563456 0.062034   2.37 121.26 318.07 108.99
-3.000000E+03   7    19.131873 0.048937   0.82  72.16 103.54 273.81
-3.000000E+03   8    30.264809 0.004459   1.76 131.96 244.13 228.00
-4.000000E+03   1     0.387098 0.204775   7.24  53.22  18.35 123.97
-4.000000E+03   2     0.723334 0.008838   3.37  87.56  41.86  34.61
-4.000000E+03   3     0.999993 0.018137   0.53   4.57  85.78 295.31
-4.000000E+03   4     1.523683 0.089758   2.14  60.43 257.66 351.87
-4.000000E+03   5     5.202233 0.041623   1.42  95.10 271.14 156.21
-4.000000E+03   6     9.577793 0.066268   2.31 123.60 311.43 131.87
-4.000000E+03   7    19.279326 0.052980   0.84  71.70  93.82 318.18
-4.000000E+03   8    30.227614 0.004280   1.76 131.95 299.34 148.49
-5.000000E+03   1     0.387098 0.204575   7.29  54.41  15.68 119.09
-5.000000E+03   2     0.723324 0.009368   3.35  90.22  38.57 217.25
-5.000000E+03   3     1.000018 0.018476   0.67   7.01  80.29 304.61
-5.000000E+03   4     1.523780 0.088709   2.20  62.88 250.57 113.44
-5.000000E+03   5     5.202545 0.040526   1.47  94.41 271.71  47.06
-5.000000E+03   6     9.524308 0.073050   2.25 125.97 300.93 159.43
-5.000000E+03   7    19.210965 0.047197   0.86  71.30  93.03 354.29
-5.000000E+03   8    30.019771 0.010168   1.76 132.15 277.00 145.94
-6.000000E+03   1     0.387098 0.204347   7.35  55.59  13.01 114.20
-6.000000E+03   2     0.723330 0.009948   3.32  92.85  34.52  40.68
-6.000000E+03   3     0.999983 0.018726   0.81   9.46  74.96 313.74
-6.000000E+03   4     1.523678 0.087758   2.26  65.24 243.54 235.05
-6.000000E+03   5     5.202069 0.036920   1.51  93.95 270.89 299.10
-6.000000E+03   6     9.573364 0.071792   2.17 128.30 291.64 185.81
-6.000000E+03   7    19.218534 0.046651   0.88  70.83  99.41  25.22
-6.000000E+03   8    30.016121 0.007820   1.76 132.16 259.94 137.80
-7.000000E+03   1     0.387099 0.204129   7.41  56.76  10.36 109.32
-7.000000E+03   2     0.723327 0.010461   3.29  95.45  30.80 223.80
-7.000000E+03   3     1.000014 0.018986   0.95  11.92  69.28 323.20
-7.000000E+03   4     1.523650 0.086738   2.32  67.49 236.56 356.74
-7.000000E+03   5     5.201462 0.036432   1.56  93.69 270.14 190.81
-7.000000E+03   6     9.572679 0.074621   2.09 130.51 285.00 209.51
-7.000000E+03   7    19.297746 0.052109   0.90  70.76 102.83  57.31
-7.000000E+03   8    30.190071 0.007703   1.75 132.18 304.68  67.83
-8.000000E+03   1     0.387099 0.203922   7.46  57.93   7.71 104.44
-8.000000E+03   2     0.723326 0.011055   3.25  98.02  26.76  47.28
-8.000000E+03   3     1.000000 0.019165   1.08  14.38  64.03 332.24
-8.000000E+03   4     1.523754 0.085805   2.37  69.67 229.50 118.56
-8.000000E+03   5     5.202684 0.033172   1.60  93.62 271.91  79.75
-8.000000E+03   6     9.523782 0.080546   2.00 132.80 277.30 234.72
-8.000000E+03   7    19.148335 0.051132   0.92  70.41  92.42 102.30
-8.000000E+03   8    30.207829 0.011276   1.75 132.28 289.78  58.17
-9.000000E+03   1     0.387099 0.203699   7.51  59.09   5.06  99.56
-9.000000E+03   2     0.723328 0.011603   3.20 100.57  22.78 230.71
-9.000000E+03   3     0.999997 0.019340   1.22  16.85  58.71 341.34
-9.000000E+03   4     1.523738 0.084861   2.41  71.75 222.57 240.36
-9.000000E+03   5     5.202162 0.031789   1.65  93.76 270.52 331.61
-9.000000E+03   6     9.588037 0.081182   1.90 134.76 266.11 263.65
-9.000000E+03   7    19.298807 0.043845   0.94  70.43  94.47 135.11
-9.000000E+03   8    29.992329 0.008608   1.75 132.32 252.22  71.14
-1.000000E+04   1     0.387100 0.203515   7.56  60.24   2.41  94.68
-1.000000E+04   2     0.723327 0.012214   3.15 103.07  18.59  54.41
-1.000000E+04   3     1.000006 0.019509   1.36  19.32  53.23 350.59
-1.000000E+04   4     1.523615 0.083883   2.46  73.76 215.63   2.22
-1.000000E+04   5     5.201827 0.030554   1.69  94.07 274.43 218.07
-1.000000E+04   6     9.557720 0.080849   1.81 136.59 259.41 287.83
-1.000000E+04   7    19.211977 0.047311   0.96  70.22  94.16 171.59
-1.000000E+04   8    29.957881 0.005086   1.75 132.49 267.03  31.01
-1.100000E+04   1     0.387099 0.203311   7.61  61.40 359.76  89.80
-1.100000E+04   2     0.723324 0.012771   3.09 105.55  14.44 238.09
-1.100000E+04   3     1.000006 0.019576   1.50  21.80  48.07 359.52
-1.100000E+04   4     1.523622 0.083166   2.50  75.70 208.68 124.20
-1.100000E+04   5     5.202724 0.028889   1.74  94.61 274.18 108.48
-1.100000E+04   6     9.527087 0.081948   1.70 138.09 254.69 310.74
-1.100000E+04   7    19.214575 0.049575   0.97  70.12  92.61 209.72
-1.100000E+04   8    30.172317 0.012196   1.75 132.48 282.28 350.41
-1.200000E+04   1     0.387100 0.203133   7.65  62.55 357.11  84.92
-1.200000E+04   2     0.723329 0.013411   3.02 107.99  10.26  61.84
-1.200000E+04   3     0.999991 0.019631   1.63  24.29  42.77   8.58
-1.200000E+04   4     1.523741 0.082197   2.53  77.57 201.68 246.27
-1.200000E+04   5     5.204456 0.029235   1.78  95.28 276.01 356.70
-1.200000E+04   6     9.584902 0.084950   1.59 139.22 246.85 336.81
-1.200000E+04   7    19.292524 0.048501   0.99  70.15  86.46 250.04
-1.200000E+04   8    30.310051 0.015717   1.74 132.50 257.89 350.21
-1.300000E+04   1     0.387099 0.202981   7.69  63.71 354.46  80.04
-1.300000E+04   2     0.723323 0.014000   2.95 110.39   5.89 245.82
-1.300000E+04   3     1.000015 0.019726   1.77  26.78  37.62  17.48
-1.300000E+04   4     1.523686 0.081356   2.57  79.38 194.80   8.30
-1.300000E+04   5     5.202556 0.027928   1.81  96.13 278.61 244.11
-1.300000E+04   6     9.533718 0.081443   1.48 140.08 240.86   0.87
-1.300000E+04   7    19.146022 0.050126   1.01  70.19  88.55 282.40
-1.300000E+04   8    30.127362 0.008044   1.74 132.67 251.80 331.84
-1.400000E+04   1     0.387099 0.202816   7.73  64.87 351.80  75.16
-1.400000E+04   2     0.723327 0.014635   2.87 112.74   1.68  69.69
-1.400000E+04   3     0.999998 0.019661   1.90  29.27  32.41  26.44
-1.400000E+04   4     1.523626 0.080598   2.60  81.14 187.91 130.36
-1.400000E+04   5     5.202451 0.028063   1.85  97.06 278.60 134.09
-1.400000E+04   6     9.544745 0.081797   1.37 140.40 236.62  23.96
-1.400000E+04   7    19.300888 0.053391   1.03  70.26  83.28 323.57
-1.400000E+04   8    29.962939 0.008214   1.74 132.75 297.16 261.45
-1.500000E+04   1     0.387098 0.202701   7.76  66.04 349.14  70.28
-1.500000E+04   2     0.723327 0.015243   2.79 115.04 357.33 253.74
-1.500000E+04   3     0.999999 0.019644   2.04  31.78  27.30  35.28
-1.500000E+04   4     1.523618 0.079878   2.62  82.86 180.84 252.70
-1.500000E+04   5     5.203562 0.028676   1.88  98.10 281.91  20.72
-1.500000E+04   6     9.585109 0.084082   1.25 140.21 232.68  46.73
-1.500000E+04   7    19.196301 0.050025   1.04  70.31  86.80 356.03
